"patch1.before","patch2.before","patch1.after","patch2.after"
75,44,63,56
75,59,69,65
80,55,70,65
70,55,62,63
93,45,82,56
70,40,60,50
80,50,74,56
64,40,53,51
74,56,62,68
84,54,83,55
80,60,82,58
63,52,56,59
95,48,79,64
71,39,61,49
77,36,72,41
81,55,75,61
67,51,59,59
77,51,69,59
81,51,74,58
74,40,63,51
83,56,79,60
88,39,73,54
89,38,86,41
90,44,73,61
71,42,60,53
101,59,84,76
76,56,72,60
71,43,61,53
67,45,64,48
73,56,67,62
68,59,63,64
84,54,81,57
79,45,76,48
87,70,86,71
91,43,78,56
66,46,63,49
89,43,78,54
92,49,83,58
81,65,77,69
72,45,62,55
90,54,76,68
68,47,62,53
68,37,61,44
85,66,80,71
82,56,76,62
79,50,72,57
78,53,70,61
84,67,91,60
76,39,69,46
81,51,83,49
87,55,75,67
97,63,86,74
91,48,80,59
90,57,83,64
83,37,79,41
71,37,62,46
78,39,69,48
74,49,62,61
81,47,70,58
83,51,76,58
84,59,82,61
76,49,65,60
72,51,65,58
78,51,70,59
73,53,67,59
80,52,77,55
105,52,84,73
73,50,72,51
91,44,78,57
100,55,95,60
92,48,70,70
73,46,66,53
73,48,61,60
66,49,64,51
75,42,68,49
61,62,58,65
86,63,75,74
77,48,77,48
82,44,75,51
80,45,62,63
71,43,57,57
83,40,71,52
83,57,81,59
71,40,62,49
76,50,65,61
54,51,57,48
76,66,74,68
88,39,72,55
71,50,69,52
82,46,70,58
81,53,77,57
74,33,65,42
89,49,78,60
94,46,79,61
78,47,73,52
96,53,83,66
83,54,84,53
80,48,70,58
59,45,44,60
67,48,61,54
84,38,75,47
84,53,74,63
89,40,74,55
72,43,69,46
69,52,62,59
72,56,61,67
69,62,76,55
81,42,68,55
86,52,74,64
92,58,82,68
77,51,71,57
73,37,66,44
64,41,56,49
87,45,78,54
73,55,74,54
81,42,65,58
88,38,77,49
89,59,82,66
88,49,80,57
90,45,73,62
80,54,72,62
77,63,66,74
82,49,75,56
88,62,82,68
78,56,72,62
73,44,62,55
84,45,71,58
74,41,69,46
78,48,66,60
71,50,68,53
99,47,84,62
71,48,64,55
75,55,69,61
71,55,66,60
82,46,71,57
78,48,57,69
80,49,74,55
86,62,81,67
89,46,73,62
77,50,76,51
65,59,58,66
80,50,72,58
92,46,79,59
98,55,84,69
73,44,67,50
67,58,65,60
90,49,77,62
78,54,67,65
80,41,65,56
82,57,70,69
89,46,82,53
75,73,79,69
77,49,76,50
94,51,80,65
79,46,71,54
73,45,65,53
88,45,77,56
83,49,69,63
76,53,69,60
83,41,71,53
71,59,67,63
73,48,70,51
80,39,65,54
80,36,71,45
70,50,68,52
78,49,65,62
73,53,69,57
72,59,65,66
84,48,72,60
75,47,66,56
80,56,70,66
85,52,78,59
97,37,84,50
103,46,83,66
58,47,55,50
70,36,62,44
93,47,78,62
81,48,76,53
82,39,76,45
82,46,73,55
79,51,78,52
76,56,73,59
71,50,65,56
81,57,80,58
84,43,71,56
77,46,69,54
95,33,80,48
78,51,64,65
77,51,71,57
89,45,76,58
79,48,80,47
87,40,68,59
110,57,97,70
84,52,75,61
98,43,80,61
88,54,85,57
74,58,69,63
72,46,68,50
78,41,74,45
75,50,68,57
87,39,69,57
82,44,70,56
84,47,71,60
74,49,65,58
69,37,66,40
99,48,77,70
64,50,61,53
67,41,57,51
74,41,61,54
86,53,76,63
92,54,77,69
72,41,68,45
76,48,66,58
78,54,76,56
70,49,67,52
90,57,74,73
73,47,68,52
82,59,73,68
66,44,59,51
82,41,65,58
53,48,50,51
84,43,66,61
86,57,81,62
76,44,63,57
71,56,75,52
74,46,64,56
87,55,77,65
75,54,68,61
86,54,75,65
80,51,71,60
82,41,74,49
87,48,80,55
85,50,73,62
70,49,63,56
80,50,69,61
86,47,75,58
83,51,65,69
65,52,63,54
80,54,67,67
92,56,78,70
79,45,74,50
86,49,72,63
85,49,72,62
88,56,73,71
83,54,77,60
84,59,79,64
71,52,71,52
90,52,85,57
89,39,80,48
82,46,77,51
61,52,56,57
96,48,97,47
80,33,77,36
73,47,70,50
72,59,62,69
79,44,69,54
80,56,71,65
68,41,59,50
76,55,65,66
79,44,77,46
67,57,54,70
78,59,75,62
77,55,73,59
86,48,82,52
90,59,84,65
72,53,74,51
70,53,70,53
69,59,66,62
82,45,72,55
79,56,67,68
89,41,71,59
89,51,76,64
80,46,66,60
75,62,69,68
68,50,60,58
88,42,74,56
76,48,70,54
68,41,61,48
76,51,72,55
77,57,73,61
69,58,66,61
75,57,68,64
85,53,75,63
81,51,77,55
89,54,79,64
90,48,88,50
64,51,69,46
85,49,76,58
62,51,56,57
75,55,61,69
100,49,85,64
76,59,69,66
89,45,73,61
81,45,62,64
86,54,80,60
69,52,64,57
85,52,68,69
91,42,75,58
63,45,62,46
71,48,73,46
103,44,79,68
81,51,73,59
57,58,58,57
71,62,68,65
86,59,77,68
79,51,68,62
77,53,65,65
76,48,60,64
93,47,84,56
77,46,65,58
70,61,67,64
77,52,69,60
81,46,76,51
82,53,71,64
80,51,71,60
69,44,64,49
91,53,80,64
78,52,75,55
88,39,75,52
77,68,71,74
78,46,72,52
86,52,79,59
77,51,71,57
70,58,64,64
68,64,65,67
93,56,79,70
90,63,80,73
70,49,74,45
62,43,56,49
98,52,83,67
72,43,64,51
78,53,74,57
84,51,70,65
89,47,81,55
81,57,80,58
77,69,63,83
80,49,73,56
95,49,80,64
71,41,64,48
86,56,76,66
65,41,62,44
81,53,76,58
71,59,67,63
90,52,78,64
85,47,70,62
76,56,70,62
73,61,71,63
82,62,82,62
81,61,82,60
87,55,80,62
73,46,63,56
71,49,64,56
85,52,72,65
88,61,86,63
84,45,67,62
74,48,67,55
79,54,76,57
87,47,80,54
64,60,61,63
74,51,69,56
77,51,70,58
85,47,76,56
76,48,64,60
81,52,68,65
99,40,81,58
91,56,77,70
81,50,67,64
70,56,57,69
91,57,83,65
71,52,67,56
78,63,77,64
88,58,78,68
100,56,85,71
85,47,66,66
98,48,82,64
77,52,70,59
83,47,69,61
85,43,70,58
71,53,69,55
72,58,59,71
89,42,75,56
93,52,84,61
81,55,69,67
87,57,78,66
85,47,69,63
100,58,94,64
93,65,79,79
62,56,55,63
91,53,76,68
79,42,64,57
87,35,69,53
82,49,68,63
79,44,67,56
77,51,67,61
82,41,68,55
88,39,80,47
72,55,69,58
86,53,71,68
86,43,76,53
88,60,78,70
87,58,76,69
91,36,82,45
82,42,69,55
89,38,70,57
65,45,63,47
85,64,79,70
99,48,79,68
72,67,65,74
73,50,69,54
76,40,74,42
77,56,70,63
78,46,70,54
82,53,73,62
80,52,75,57
81,47,67,61
88,46,75,59
98,55,78,75
73,50,68,55
77,49,68,58
77,48,66,59
78,58,66,70
82,50,72,60
78,51,66,63
69,44,65,48
93,38,77,54
81,44,74,51
76,41,73,44
81,44,66,59
77,42,66,53
87,41,75,53
86,66,81,71
73,56,72,57
90,44,78,56
63,50,67,46
78,55,75,58
74,48,77,45
82,48,74,56
84,40,75,49
68,56,68,56
94,48,72,70
97,58,89,66
76,51,76,51
72,34,64,42
85,57,70,72
74,45,74,45
74,60,66,68
95,49,87,57
86,47,78,55
80,45,71,54
99,46,85,60
59,67,54,72
97,43,73,67
89,53,77,65
74,52,67,59
76,54,73,57
88,54,73,69
78,51,75,54
81,55,73,63
85,52,75,62
79,50,66,63
82,55,80,57
94,68,90,72
80,55,75,60
90,44,79,55
77,52,71,58
77,43,68,52
87,55,74,68
77,54,74,57
75,41,68,48
97,55,86,66
66,63,71,58
90,46,85,51
82,49,64,67
73,45,59,59
89,45,79,55
68,43,57,54
86,50,75,61
93,45,81,57
88,53,77,64
84,44,72,56
84,51,77,58
61,56,55,62
91,51,75,67
82,49,73,58
74,42,70,46
83,45,66,62
89,38,78,49
87,50,77,60
74,47,69,52
94,37,75,56
81,47,73,55
91,48,78,61
86,53,78,61
76,51,69,58
73,60,62,71
76,42,73,45
80,52,77,55
94,54,84,64
87,39,75,51
78,52,74,56
81,52,78,55
67,61,62,66
72,45,59,58
81,61,77,65
75,39,71,43
86,67,86,67
83,43,74,52
90,49,81,58
92,49,91,50
79,45,71,53
79,48,70,57
67,49,64,52
94,53,82,65
92,41,73,60
85,48,74,59
78,59,69,68
65,47,61,51
89,46,70,65
70,61,70,61
80,44,69,55
86,45,77,54
83,48,75,56
75,56,70,61
83,57,71,69
88,57,79,66
77,50,70,57
85,55,71,69
80,55,70,65
76,48,62,62
80,44,71,53
75,51,73,53
83,47,75,55
75,46,58,63
89,47,81,55
78,45,74,49
66,59,59,66
65,53,58,60
77,48,67,58
87,52,78,61
92,42,72,62
92,49,78,63
79,51,60,70
96,40,79,57
76,42,67,51
80,49,83,46
66,45,59,52
80,60,82,58
83,49,74,58
89,37,74,52
69,44,67,46
76,50,71,55
90,53,83,60
84,53,74,63
76,54,75,55
82,48,67,63
72,54,67,59
73,53,69,57
79,58,72,65
76,52,65,63
88,47,75,60
96,48,85,59
97,36,82,51
76,54,75,55
81,44,66,59
81,52,73,60
79,47,66,60
78,47,73,52
82,48,74,56
81,48,72,57
77,53,66,64
77,56,78,55
85,54,74,65
75,58,61,72
93,36,81,48
86,55,73,68
73,55,71,57
74,39,76,37
81,39,75,45
89,57,77,69
88,38,82,44
65,48,54,59
72,44,70,46
83,47,71,59
86,55,77,64
71,50,69,52
92,47,89,50
71,57,64,64
77,49,73,53
88,48,83,53
87,51,85,53
88,59,82,65
71,47,69,49
83,42,81,44
75,45,74,46
76,48,73,51
75,51,75,51
83,44,72,55
85,54,85,54
87,56,74,69
85,45,72,58
86,63,75,74
83,47,76,54
82,62,85,59
67,58,58,67
76,42,66,52
76,50,72,54
74,44,68,50
85,41,77,49
75,40,57,58
82,44,74,52
72,52,80,44
82,45,67,60
96,56,85,67
77,57,66,68
70,47,66,51
86,50,79,57
91,48,78,61
75,45,65,55
87,48,71,64
81,54,69,66
82,46,73,55
98,64,80,82
73,51,75,49
75,39,70,44
81,47,64,64
77,46,67,56
78,57,78,57
78,55,73,60
83,43,80,46
80,37,67,50
83,47,77,53
72,46,64,54
90,55,78,67
87,34,71,50
88,40,75,53
82,49,74,57
74,54,70,58
83,42,71,54
88,58,85,61
70,44,62,52
92,43,73,62
82,57,68,71
84,56,71,69
88,56,86,58
76,71,70,77
75,43,71,47
91,47,84,54
93,43,79,57
86,52,79,59
77,46,68,55
69,49,59,59
80,50,72,58
65,60,63,62
67,49,60,56
90,47,81,56
70,42,67,45
90,34,78,46
91,44,72,63
76,51,67,60
86,45,71,60
94,55,76,73
64,45,65,44
79,49,77,51
84,45,79,50
61,45,56,50
82,51,74,59
79,55,74,60
83,58,77,64
74,45,61,58
86,51,73,64
90,46,76,60
76,48,74,50
80,50,70,60
98,37,81,54
72,43,69,46
62,60,63,59
77,55,75,57
88,49,77,60
88,52,72,68
80,52,76,56
76,59,72,63
78,71,74,75
75,57,71,61
80,43,71,52
86,58,70,74
76,57,69,64
83,40,78,45
91,50,86,55
68,47,62,53
70,58,68,60
62,46,53,55
60,40,52,48
78,52,70,60
86,47,74,59
79,47,73,53
63,47,58,52
72,55,64,63
85,46,73,58
90,48,76,62
78,51,61,68
83,46,73,56
81,46,68,59
73,38,62,49
89,57,80,66
67,57,64,60
88,57,81,64
80,59,68,71
93,59,73,79
80,48,73,55
75,55,78,52
74,62,65,71
93,51,83,61
92,49,80,61
95,42,77,60
70,47,69,48
74,50,70,54
101,47,84,64
68,33,60,41
102,54,95,61
85,48,63,70
74,45,71,48
78,68,77,69
86,48,76,58
83,37,79,41
66,64,67,63
66,47,61,52
88,55,77,66
72,48,60,60
79,56,69,66
85,53,78,60
100,46,81,65
74,54,76,52
72,61,73,60
86,46,69,63
56,41,51,46
78,52,71,59
90,55,87,58
100,65,91,74
76,53,68,61
87,37,75,49
96,57,86,67
74,55,73,56
74,35,65,44
94,47,84,57
69,56,62,63
84,45,70,59
91,49,86,54
85,52,81,56
71,36,58,49
54,45,52,47
83,54,65,72
85,36,74,47
79,36,73,42
71,47,73,45
78,56,68,66
84,51,72,63
90,52,80,62
74,59,72,61
88,62,84,66
91,49,76,64
64,51,60,55
91,61,80,72
84,61,87,58
92,50,76,66
74,54,71,57
87,50,74,63
73,55,74,54
77,42,69,50
83,59,67,75
85,46,74,57
81,38,71,48
94,53,86,61
71,42,60,53
71,42,69,44
88,52,80,60
72,47,66,53
84,62,81,65
73,47,61,59
73,58,70,61
84,50,73,61
70,57,72,55
69,49,69,49
71,51,64,58
82,40,78,44
75,49,72,52
75,53,68,60
70,45,62,53
67,42,61,48
98,52,79,71
84,56,74,66
82,50,68,64
76,48,69,55
76,40,62,54
65,41,60,46
70,48,66,52
75,47,65,57
77,49,70,56
81,48,73,56
68,44,61,51
95,48,78,65
80,56,72,64
75,50,70,55
76,39,60,55
90,56,75,71
72,53,70,55
78,42,68,52
72,41,63,50
81,38,70,49
90,40,79,51
92,46,78,60
51,50,51,50
81,72,86,67
79,51,75,55
80,44,74,50
87,54,78,63
66,40,54,52
69,53,71,51
85,46,76,55
80,44,79,45
81,43,75,49
73,48,66,55
65,49,60,54
79,64,81,62
65,58,64,59
104,43,89,58
83,63,82,64
90,44,79,55
73,42,63,52
81,67,69,79
74,42,64,52
73,51,67,57
76,59,70,65
71,59,66,64
92,56,73,75
110,58,92,76
77,50,67,60
89,46,80,55
74,53,74,53
70,43,63,50
78,45,74,49
76,50,65,61
80,54,77,57
71,46,59,58
82,53,71,64
86,59,76,69
62,40,57,45
89,54,82,61
83,56,72,67
78,42,61,59
76,53,69,60
69,43,63,49
89,44,75,58
64,38,54,48
82,45,66,61
93,51,84,60
75,46,72,49
71,41,66,46
74,48,71,51
84,44,73,55
88,39,70,57
77,57,74,60
73,46,60,59
91,59,86,64
77,50,71,56
66,48,64,50
64,51,64,51
75,48,63,60
96,43,86,53
98,48,81,65
95,46,80,61
89,62,87,64
80,52,77,55
91,50,77,64
62,59,55,66
83,51,82,52
91,54,77,68
76,60,75,61
65,55,68,52
83,46,75,54
76,54,73,57
91,57,88,60
82,35,75,42
73,56,72,57
78,54,65,67
80,50,67,63
79,48,73,54
72,50,69,53
76,67,82,61
78,50,70,58
70,52,64,58
79,47,75,51
67,53,67,53
84,50,84,50
86,50,78,58
81,62,78,65
85,45,73,57
86,49,77,58
73,45,66,52
78,60,79,59
70,45,60,55
76,43,74,45
80,65,74,71
71,41,59,53
80,54,78,56
94,53,84,63
97,39,75,61
74,64,62,76
75,36,69,42
76,39,67,48
79,52,77,54
65,42,57,50
71,45,66,50
71,47,73,45
82,48,73,57
81,40,64,57
65,51,60,56
81,36,66,51
74,60,68,66
96,58,81,73
80,54,69,65
80,44,68,56
68,55,72,51
81,52,71,62
81,44,77,48
88,48,70,66
65,64,58,71
80,56,64,72
75,37,68,44
84,54,72,66
87,44,75,56
83,34,74,43
75,47,68,54
86,40,73,53
85,59,80,64
74,53,69,58
90,60,87,63
82,56,70,68
82,53,73,62
76,46,66,56
74,59,71,62
82,41,69,54
94,55,78,71
73,54,63,64
74,52,66,60
89,56,79,66
87,48,75,60
82,52,67,67
78,54,75,57
72,52,65,59
83,51,62,72
73,47,64,56
82,58,75,65
67,47,67,47
73,56,73,56
64,62,68,58
82,50,78,54
89,49,79,59
74,35,71,38
92,49,76,65
68,44,69,43
86,55,80,61
92,60,82,70
100,46,85,61
65,54,59,60
73,61,75,59
82,53,72,63
69,44,66,47
91,60,79,72
86,47,80,53
92,45,87,50
84,51,79,56
82,43,77,48
86,49,75,60
89,42,84,47
87,46,75,58
89,40,65,64
80,52,77,55
66,64,68,62
69,37,66,40
72,50,71,51
74,47,64,57
82,47,71,58
68,55,68,55
81,51,72,60
87,51,72,66
70,44,65,49
72,49,60,61
69,62,68,63
90,45,77,58
79,58,62,75
79,51,68,62
101,58,80,79
84,31,68,47
80,46,69,57
88,58,81,65
77,46,74,49
82,55,72,65
60,54,63,51
86,65,83,68
82,65,70,77
75,50,70,55
78,54,76,56
81,50,73,58
75,53,67,61
74,44,64,54
88,55,80,63
87,58,69,76
79,60,72,67
66,54,63,57
72,43,69,46
79,43,72,50
76,52,68,60
67,42,65,44
73,53,72,54
99,57,91,65
71,52,62,61
90,44,73,61
82,52,76,58
61,53,59,55
80,53,80,53
88,49,75,62
72,64,63,73
91,61,76,76
82,43,73,52
76,56,71,61
84,41,79,46
89,46,68,67
67,49,66,50
88,49,74,63
84,59,80,63
91,43,76,58
86,48,74,60
72,62,68,66
91,49,80,60
100,45,85,60
86,45,75,56
82,51,79,54
82,36,64,54
94,36,76,54
86,61,83,64
81,52,70,63
77,55,72,60
79,59,71,67
84,50,73,61
77,53,67,63
80,40,72,48
96,65,79,82
65,46,61,50
91,56,84,63
101,60,89,72
59,45,58,46
67,58,57,68
83,56,73,66
82,41,79,44
76,44,69,51
69,53,65,57
80,47,72,55
76,43,76,43
72,56,78,50
61,51,66,46
67,54,61,60
64,71,73,62
52,58,50,60
69,50,61,58
91,62,83,70
93,45,76,62
79,48,74,53
83,50,71,62
78,33,72,39
83,39,81,41
67,42,63,46
88,42,76,54
69,51,71,49
73,64,80,57
83,57,68,72
87,32,63,56
84,52,75,61
66,49,63,52
80,47,70,57
82,54,70,66
89,45,74,60
76,44,68,52
73,60,71,62
77,52,78,51
58,48,54,52
98,64,87,75
66,69,66,69
70,52,64,58
81,56,76,61
74,47,67,54
90,42,80,52
68,50,58,60
87,53,79,61
85,48,74,59
83,55,73,65
69,55,63,61
73,58,80,51
76,60,67,69
76,47,63,60
75,62,78,59
101,41,90,52
71,52,63,60
82,54,81,55
105,38,77,66
84,49,71,62
89,54,86,57
98,48,79,67
80,48,72,56
93,39,79,53
83,63,84,62
84,36,74,46
85,55,74,66
83,63,78,68
83,50,76,57
81,57,75,63
82,60,70,72
84,55,77,62
76,66,80,62
74,54,73,55
68,61,64,65
63,49,62,50
76,47,74,49
75,42,64,53
84,49,70,63
74,45,67,52
81,53,62,72
82,53,80,55
88,54,76,66
89,52,83,58
74,47,69,52
94,53,84,63
87,47,77,57
75,50,66,59
87,44,75,56
84,50,73,61
81,56,73,64
75,37,59,53
79,57,77,59
84,42,78,48
86,48,81,53
92,45,85,52
94,43,75,62
79,57,71,65
73,41,73,41
77,67,72,72
83,49,70,62
91,54,85,60
83,41,75,49
82,43,70,55
76,62,69,69
77,41,71,47
78,46,79,45
95,45,81,59
84,46,69,61
99,47,88,58
73,45,64,54
65,45,59,51
85,46,74,57
93,52,78,67
72,56,71,57
72,51,70,53
84,43,69,58
79,54,73,60
81,63,89,55
70,48,67,51
91,54,76,69
90,43,81,52
73,50,63,60
92,48,81,59
97,53,88,62
82,53,80,55
79,62,72,69
67,46,59,54
92,63,80,75
92,53,80,65
81,43,66,58
93,47,74,66
82,37,63,56
94,40,84,50
77,55,73,59
94,57,76,75
88,52,78,62
100,42,78,64
62,45,61,46
88,60,89,59
65,40,64,41
83,50,70,63
66,51,63,54
71,53,60,64
86,54,75,65
90,47,85,52
83,49,73,59
77,44,68,53
70,53,66,57
74,36,67,43
86,57,79,64
87,46,73,60
75,46,72,49
81,63,87,57
71,59,74,56
96,42,79,59
79,54,72,61
84,48,71,61
92,56,85,63
86,59,75,70
76,67,70,73
77,61,73,65
65,44,66,43
89,64,79,74
66,61,73,54
85,64,81,68
82,52,70,64
66,52,63,55
68,52,67,53
71,40,63,48
68,48,65,51
71,47,64,54
100,56,95,61
68,38,62,44
68,61,61,68
89,53,71,71
66,52,64,54
81,51,80,52
98,58,82,74
90,42,72,60
88,48,80,56
80,54,77,57
84,50,72,62
73,51,69,55
80,47,71,56
79,43,69,53
106,50,92,64
59,50,65,44
80,45,68,57
87,52,71,68
73,59,68,64
79,42,68,53
68,52,51,69
75,48,63,60
74,50,77,47
80,44,77,47
82,61,78,65
91,40,73,58
90,49,83,56
77,52,70,59
73,68,70,71
88,45,70,63
77,46,61,62
87,47,74,60
70,52,70,52
60,54,57,57
77,56,72,61
82,56,77,61
104,50,85,69
86,55,77,64
75,47,63,59
84,40,67,57
79,44,72,51
64,61,70,55
78,52,70,60
85,47,73,59
86,43,74,55
85,45,75,55
72,44,67,49
83,45,73,55
91,38,80,49
79,66,72,73
73,60,64,69
79,54,72,61
82,46,81,47
65,54,57,62
88,50,80,58
85,41,71,55
84,49,74,59
67,52,63,56
64,39,62,41
67,46,66,47
67,56,64,59
85,55,70,70
80,50,69,61
80,50,69,61
82,48,69,61
100,51,87,64
77,45,71,51
73,47,66,54
77,52,73,56
79,48,73,54
98,27,79,46
89,46,73,62
75,56,65,66
91,48,85,54
71,51,69,53
88,45,79,54
89,40,72,57
84,50,64,70
82,56,74,64
76,42,69,49
103,61,91,73
78,44,73,49
101,50,81,70
91,56,80,67
83,48,70,61
90,37,72,55
76,55,71,60
85,58,81,62
71,52,73,50
87,48,78,57
68,58,64,62
81,56,69,68
82,50,68,64
77,63,75,65
71,41,60,52
89,61,79,71
69,47,67,49
99,58,87,70
72,57,70,59
89,49,78,60
81,50,76,55
65,61,60,66
93,48,67,74
92,53,74,71
77,43,65,55
77,54,79,52
79,47,74,52
76,40,69,47
100,61,86,75
74,52,71,55
71,44,63,52
76,52,61,67
79,34,68,45
86,54,79,61
68,52,66,54
86,45,75,56
83,57,70,70
77,32,68,41
80,52,74,58
69,44,66,47
82,54,67,69
75,54,59,70
82,52,71,63
75,47,62,60
85,43,77,51
91,56,85,62
73,55,74,54
77,53,72,58
80,50,73,57
58,53,53,58
70,53,63,60
78,55,73,60
77,47,73,51
82,42,70,54
84,52,63,73
79,49,67,61
59,43,48,54
94,47,80,61
62,56,60,58
64,50,61,53
80,49,74,55
96,65,78,83
79,61,73,67
84,44,74,54
78,45,66,57
77,46,59,64
79,39,72,46
99,53,75,77
74,49,70,53
73,48,66,55
84,53,76,61
79,47,67,59
87,48,79,56
84,50,74,60
85,55,78,62
81,47,68,60
78,52,70,60
81,47,66,62
66,45,60,51
72,38,64,46
72,50,69,53
78,54,77,55
69,39,59,49
80,58,70,68
91,47,72,66
83,48,72,59
90,45,83,52
79,49,75,53
74,49,66,57
67,50,57,60
70,52,58,64
92,56,76,72
82,50,82,50
85,50,83,52
74,60,76,58
82,65,77,70
88,47,67,68
78,52,75,55
81,49,59,71
83,45,70,58
77,49,65,61
77,46,69,54
83,42,68,57
86,41,68,59
95,59,85,69
79,49,73,55
86,40,72,54
102,41,75,68
87,47,85,49
78,53,74,57
74,53,74,53
57,59,60,56
77,54,65,66
83,50,74,59
72,46,64,54
73,56,70,59
69,39,65,43
76,51,63,64
84,47,71,60
48,51,49,50
78,50,74,54
92,37,76,53
90,52,81,61
73,57,64,66
70,59,69,60
74,55,70,59
85,50,77,58
83,49,75,57
84,48,68,64
94,43,88,49
84,61,77,68
85,61,68,78
72,48,64,56
84,52,73,63
83,54,76,61
82,44,76,50
81,54,76,59
91,58,85,64
96,45,78,63
81,36,66,51
77,54,75,56
92,52,69,75
90,55,84,61
93,47,83,57
91,46,74,63
78,47,72,53
88,58,81,65
99,45,77,67
72,36,63,45
88,43,78,53
84,61,82,63
77,51,72,56
78,60,79,59
79,49,71,57
77,50,65,62
71,35,56,50
82,54,73,63
81,43,70,54
61,51,61,51
78,60,70,68
82,49,83,48
86,40,78,48
85,67,77,75
78,58,77,59
95,54,89,60
87,56,82,61
73,60,69,64
74,69,69,74
73,50,70,53
76,57,62,71
79,53,73,59
73,61,67,67
91,48,80,59
88,52,74,66
87,42,68,61
74,45,70,49
99,48,82,65
93,55,79,69
83,41,70,54
91,49,74,66
81,59,70,70
82,44,68,58
80,52,70,62
78,63,86,55
89,55,78,66
77,55,74,58
100,30,78,52
70,45,62,53
79,47,73,53
86,51,78,59
58,48,51,55
75,52,69,58
87,62,81,68
82,42,76,48
88,43,75,56
65,39,62,42
85,54,71,68
70,52,63,59
84,63,80,67
79,51,70,60
90,48,76,62
87,63,76,74
87,48,67,68
65,55,58,62
94,65,83,76
81,44,70,55
73,62,71,64
65,50,65,50
78,57,75,60
72,41,67,46
84,49,74,59
96,49,87,58
66,54,62,58
79,46,65,60
65,53,62,56
77,42,64,55
84,37,60,61
88,45,77,56
78,55,84,49
86,50,71,65
78,45,70,53
80,54,71,63
74,48,70,52
80,58,76,62
101,39,75,65
79,49,69,59
88,55,82,61
80,44,65,59
94,54,85,63
77,45,71,51
93,36,83,46
92,54,74,72
93,60,82,71
59,58,47,70
74,52,74,52
70,51,68,53
79,46,78,47
78,50,73,55
83,62,73,72
77,44,66,55
82,54,71,65
79,57,71,65
80,52,70,62
72,65,67,70
99,53,82,70
56,39,54,41
75,63,67,71
88,49,77,60
77,54,72,59
85,38,68,55
70,40,66,44
78,57,67,68
76,54,72,58
82,45,76,51
89,60,81,68
75,45,71,49
91,52,74,69
80,33,65,48
78,56,77,57
69,44,63,50
92,50,85,57
78,49,67,60
65,57,60,62
83,44,74,53
78,36,65,49
73,42,68,47
97,55,89,63
73,57,70,60
100,50,82,68
74,58,65,67
85,59,70,74
86,63,84,65
87,38,73,52
81,31,68,44
66,58,66,58
83,42,74,51
69,47,64,52
81,44,68,57
78,45,70,53
90,60,83,67
77,48,69,56
85,49,77,57
82,51,78,55
89,47,83,53
60,53,59,54
86,63,72,77
79,45,68,56
89,56,80,65
82,58,77,63
77,38,69,46
76,40,59,57
78,60,74,64
72,61,72,61
77,53,78,52
81,55,79,57
82,49,76,55
82,73,78,77
88,46,77,57
84,42,72,54
74,50,71,53
83,59,76,66
79,44,70,53
79,57,72,64
88,54,75,67
66,51,64,53
93,42,78,57
83,42,72,53
85,45,78,52
75,36,68,43
77,41,61,57
79,60,75,64
91,35,70,56
83,48,75,56
86,46,74,58
70,54,69,55
77,54,82,49
84,45,75,54
75,56,76,55
92,46,81,57
80,50,63,67
98,44,80,62
100,53,83,70
90,52,73,69
80,42,65,57
76,57,65,68
77,62,70,69
87,54,79,62
88,57,85,60
81,57,69,69
73,48,71,50
65,46,55,56
81,46,70,57
85,46,67,64
85,47,82,50
87,55,75,67
92,52,82,62
73,47,67,53
85,53,74,64
87,46,72,61
62,48,56,54
65,51,67,49
84,56,75,65
79,50,68,61
73,47,62,58
88,57,77,68
78,47,71,54
63,45,64,44
84,53,76,61
78,60,70,68
77,57,74,60
85,51,71,65
85,44,73,56
63,50,62,51
68,44,65,47
90,54,71,73
92,42,77,57
86,51,77,60
79,56,80,55
80,60,76,64
80,37,71,46
81,55,70,66
89,41,79,51
72,60,71,61
87,58,71,74
75,59,68,66
67,56,72,51
100,49,76,73
73,51,66,58
87,47,79,55
78,56,71,63
72,45,63,54
76,47,74,49
74,49,75,48
69,46,63,52
72,53,65,60
78,54,66,66
77,48,70,55
84,35,71,48
77,52,72,57
93,50,74,69
92,55,85,62
96,65,76,85
84,49,73,60
79,46,66,59
66,49,74,41
77,37,62,52
82,50,78,54
87,58,77,68
81,50,78,53
73,42,69,46
82,58,73,67
85,54,78,61
77,49,70,56
86,50,66,70
83,56,73,66
71,39,56,54
66,48,62,52
66,52,67,51
78,59,83,54
103,45,93,55
81,50,71,60
71,56,67,60
73,51,71,53
79,46,75,50
66,54,68,52
80,57,71,66
78,67,65,80
94,57,89,62
85,47,74,58
68,39,58,49
78,52,74,56
69,52,62,59
92,64,85,71
73,51,68,56
73,59,67,65
83,56,71,68
73,43,57,59
92,46,76,62
76,45,72,49
82,50,77,55
84,54,72,66
70,51,68,53
75,35,61,49
70,41,66,45
88,38,76,50
76,62,66,72
79,57,69,67
73,40,58,55
75,62,65,72
73,50,59,64
83,56,73,66
100,36,79,57
63,43,61,45
74,59,75,58
89,45,80,54
78,53,77,54
57,35,54,38
93,54,79,68
79,59,75,63
67,50,60,57
80,54,72,62
95,65,86,74
97,47,81,63
71,66,74,63
96,53,82,67
73,54,71,56
82,48,75,55
91,51,78,64
93,52,83,62
